,url,q3,News Outlet,BiasTowards,headline,content
41,http://www.breitbart.com/Big-Journalism/2013/08/02/Daily-Beast-Harasses-Private-Citizens-Who-Donated-to-Palin-s-PAC,News,Breitbart,Republican,Daily Beast Harasses Private Citizens Who Donated to Palin's PAC,"

This week, the Daily Beast contacted and harassed private citizens who made contributions to Sarah Palin’s political action committee, SarahPAC. In doing so, the outlet attempted to also weaken her organization by smearing it in the eyes of those most responsible for ensuring Palin’s free-market populist message and conservatism is widely disseminated. 
During the first half of 2013, a political off-year in which there are few elections, Palin’s political action committee spent $35,000 more than it took in. The Daily Beast seized on that number and tried to convince donors to SarahPAC that Palin was defrauding them by spending money on expenses common to every political action committee.
As the Daily Beast conceded, Palin’s donors were not buying the Beast’s malarkey. 
Tim Crawford, the treasurer of SarahPAC, told Breitbart News that since 2013 is an off-year, the organization did not aggressively raise money, cognizant of the fact conservative donors were flooded with requests during the 2012 election cycle. 
“For the most part we gave our donors a break and didn’t fundraise aggressively at all. Very pleased with the results,” Crawford told Breitbart News. “It is an off year after a presidential election where every donor was bombarded with requests.”
As the Daily Beast mentioned, Palin’s PAC did make a $5,000 contribution to Jason Smith; the conservative Republican won a special election in Missouri’s Eighth Congressional District in June by a hefty margin, 67% to 27%. 
John Avlon, the co-founder of the anti-Tea Party “No Labels” group, was recently promoted to be the “Executive Editor” of the Daily Beast. Avlon oversees a publication that declared the Tea Party was dead earlier this year before conceding less than six months later that the movement has roared back to life. 
“No Labels” donors want to see the Tea Party destroyed, and Avlon’s group benefits financially and politically if the Tea Party and conservatives are weakened. Palin, coincidentally, is the political figure who former South Carolina Senator Jim DeMint said had the most impact in Republican primaries. Furthermore, Sen. Ted Cruz (R-TX) declared at this year’s CPAC that he would not be in the Senate were it not for Palin’s support in the Texas Republican Senate primary. 
Showing Palin’s strong grassroots support, the Daily Beast acknowledges that 75% of SarahPAC’s donations are from “small donors” who contribute less than $200. The Daily Beast admitted they reached out to a “number” of donors and got three on record, all of whom dismissed the outlet’s assertion that SarahPAC was wasting their money. 
One donor said, “I trust her judgment and her record.” Another said she has “done research” on Palin’s advisers and the ones that she uses are the “good” ones. Another donor mocked the Daily Beast for insinuating Palin was wasting their money, simply telling the reporter, “Come on, get real.”
The publication seems troubled that Palin, a figure whose star power is surpassed by few in American politics, paid North Star Strategies’s Jason Recher to organize and accompany Palin to events to ensure they went smoothly. To the Daily Beast’s surprise, Palin also has advisers, like Rebecca Mansour–who is mentioned in the piece–that are indispensable to any political figure, especially those like Palin whose time is in demanded like few others. 
Breitbart News has already systematically undercut Avlon’s assertion that Palin was being hypocritical for railing against Washington’s permanent political class while having political advisers who fight against it. Palin’s advisers are different, as Breitbart News reported:
They don’t hang “for sale” signs around their necks every election cycle to field a slate of candidates to butter their breads. They don’t go on television shows while not disclosing their business interests or allegiances when attacking other candidates. In fact, it is difficult to even think of the last time a Palin staff member actually went on a television program. Again, it is because these are people who work for Palin, are assembled for the long run, and put Palin’s interests ahead of their own. They don’t have a stable or roster of clients. 
In closing, the Daily Beast criticized Palin’s PAC for spending money on hotel rooms so that Palin could give a “commencement speech in the tiny town of Republic, Washington.” As Breitbart News reported, Palin gave that speech in a town elitist New York outlets like the Daily Beast so often dismiss, deride, and ignore.
The Daily Beast criticized Palin for paying her way–and not forgetting her roots–to speak at the high school graduation in Republic, Washington. Perhaps the outlet expected her to walk or drive to give that address. More disturbingly, though, the outlet harassed and pestered private citizens who donated to her political organization, trying to turn them off from supporting a political figure and organization that runs counter to the one co-founded by the Daily Beast’s Executive Editor. 
That is the type of permanent-political-class politics that Palin and her political action committee have always fought. "
42,http://www.breitbart.com/Big-Journalism/2013/01/27/With-60-Minutes-Joint-Interview-Obama-Suggests-Republicans-Surrender,Opinion,Breitbart,Republican,"With 60 Minutes Joint Interview, Obama Suggests Republicans Surrender","
Beyond the media fawning over the spectacle of President Barack Obama and outgoing Secretary of State Hillary Clinton sitting down for an interview together on 60 Minutes–old rivals, reunited!–there is a message that the president wants to send. Not just the fact that Vice President Joe Biden will not be his first pick for 2016, but also the signal that Republicans ought to forget about a revival in four years: liberalism is here to stay.
Republicans seem to have concluded that their overall revival depends on finding the right candidate to win. If so, they may be in for a long wait. Clinton is so popular right now–with Republicans as well as Democrats–that she is easily the favorite to win in 2016. Freshman Rep. Tom Cotton (R-AR) welcomed her during last week’s Benghazi hearings by telling her he had wished her to win the 2008 Democratic primary; even Paul Ryan suggested on Meet the Press that a President Clinton might have solved the debt crisis by now.
Clinton’s popularity is partly due to the fact that she is so different to Obama. She is not as hostile to opposition, and gives more direct-sounding answers to tough questions, even when she is being just as evasive. She once gave the impression of being more centrist, as well, famously voting in 2002 to authorize the Iraq War–a vote that her rival punished her for on the campaign trail in 2008, claiming he would have voted differently.
In truth, there is not much daylight between the Alinskyite pair. Clinton not only carried out the Obama administration’s awful foreign policy–she did so with enthusiasm. She lectured Israeli Prime Minister Benjamin Netanyahu for 45 minutes over construction in Jewish parts of Jerusalem, for example, and launched an abortive “reset” in relations with Russia (a gesture that failed even in its theatrics; the button read “overcharge”).
Obama and Clinton are also closely bound together in the Benghazi failure, a scandal whose details are still being kept from the public, even though it is broadly clear that the White House chose not to intervene to save U.S. personnel, and at the same time engineered a cover-up in which both Obama and Clinton agreed to a fraudulent alibi that blamed the deadly attack on an anti-Islam video on YouTube that few had seen.
Yet the two have avoided accountability, since the media failed to pursue the Benghazi scandal before the election (or actively suppressed it), and now that the election is long gone, most have adopted the “what difference does it make?” attitude displayed by Clinton on Capitol Hill last week. She ought to be haunted by those words, and those four dead Americans, for the rest of her career; chances are, however, that she will not.
Obama’s joint interview was likely planned as a gesture of support and unity as the Benghazi scandal returned–however briefly–to the headlines. Yet it also serves a political purpose for the president, as he moves forward with an aggressive and confrontational agenda designed to divide and marginalize opposition and lay the foundation for radical changes, not just for the next four years but the in years beyond.
President Obama wants Republicans to know that the left’s moment is not fleeting; that the changes he makes today will be ratified by the electorate, through Clinton, in 2016 and possibly 2020; in short, that there is no hope for a resurgence and they may as well yield. Whether he succeeds may depend less on how Republicans rebuild themselves, and more on whether Biden–and other Democrats–disrupt the Obama-Clinton alliance."
43,http://www.breitbart.com/Big-Journalism/2013/06/19/NPR-Liberal-Groups-Now-Say-They-Were-Targeted-by-IRS-Too,News,Breitbart,Republican,"NPR: Liberal Groups Now Say They Were 'Targeted' by IRS, Too","
Tamara Keith of National Public Radio filed a story Tuesday on efforts by liberal non-profit groups to claim that they, too, were “targeted” by the IRS, just as conservative groups were. None of them, however, can claim that they were singled out because of their names or views–and many received approval before the 2012 election.
Keith notes that several “progressive” groups received extensive inquiries from the IRS when they applied for 501(c)3 or 501(c)4 status, including intrusive questions about their donors. Some complain that approval took nearly two years. Keith draws parallels between their experience and that of conservative groups.
But Keith notes that “everyone” agrees that what happened to groups with “Tea Party” and “Patriot” in their names was wrong–and could well have added that there are no parallels to some of the worst abuses that conservative groups endured, such as questions about the content of their prayers, or leaks of donor lists.
Keith’s report amplifies one of two narratives Democrats and the left have been spinning in the past several weeks to deflate the IRS scandal. One is that the IRS ought to be investigating political non-profit groups; the other, somewhat conflicting story is that the abuse conservative groups experienced was not unique.
The story was released on the day that Tea Party groups are gathering for an “Audit the IRS” rally in Washington to protest the agency’s conduct. The House Oversight and Government Reform Committee continues its investigation of the IRS, as legislators debate calls for a special prosecutor into the scandal.
Update: As Breitbart News’ Mike Flynn has noted, Democrats did not call any liberal non-profit groups to testify before the House Oversight Committee earlier this month when several of the Tea Party and conservative groups that had been targeted spoke to legislators about their experience of abuses by the IRS.
Photo credit: Examiner.com"
44,http://www.dailykos.com/story/2013/05/17/1209722/-Charlie-Cook-Advises-GOP-how-to-Leak-Scandals-to-bring-Obama-poll-s-down,Opinion,Dailykos,Democrat,"Charlie Cook Advises GOP how to Leak ""Scandals"" to bring Obama poll #s down","

If we thought Jim Vandehei's and Mike Allen's piece of Politico schmuck pom-poming how DC establishment had turned against the Obama Administration, was bad enough, just read Charlie Cook's latest article. He outright tells GOP ""[a]s a tactical matter, a subterranean campaign will score more direct hits on the president."" Anyone who still thought there is a shred of integrity anywhere left in our corporate media, should erase that from their mind.
Charlie Cook of The National Journal, pollster and apparatchik of the furrow-browed serious journos wrote this in May18th issue of The National Journal:
Republicans would be much wiser to pursue a third option: Dig up as much damaging information as they can about the Obama administration and leak it to reporters they know will write tough stories that won’t be traced back to the source. That way, the public won’t see the GOP as being obsessed with attacking the other side and playing gotcha at the expense of the big issues facing the country—the ones voters really care about.
Meanwhile, everyone in Washington will watch polls for signs of blood in the water, indications that the controversies or scandals—depending upon your perspective—are taking a political toll on Obama’s job-approval numbers.

So the job description for our journos is to catalyze bloodsports. It's not new, but now it's brazen. They don't care if their bias is blatant...



In the article titled Don't Gloat, Leak Charlie Cook tells Republicans how to hide their ""schadenfreude"" by getting reporters who write ""tough stories"" to do their dirty work for them bloodying President Obama up.
But as much as congressional Republicans are enjoying their schadenfreude, they would be well advised to think long and hard about their next steps. Even the most cursory look at opinion polls or focus groups reveals that the public is convinced we have an ineffectual and out-of-touch Congress that spends too much time backbiting, grandstanding, and Monday-morning quarterbacking while the country’s problems fester. Arguably, showboating for the cameras and holding hearings are what Congress does best; the temptation is unavoidable.
This is coming from same guy who on May 14th wrote a piece titled While Republicans Rant about Benghazi and IRS, Public Mostly Yawns"" indicating that poll numbers are showing the faux scandals to be having zero impact on President Obama.
Well, a journalist-pollster with integrity would leave the story at that, right? But no. In this day and age there is no such thing as simply reporting facts and leaving them be. Charlie Cook dispenses this ""advise"" to GOP for no other stated reason than to brign President Obama's poll numbers down just so history can be repeated.
If the facts don't fit your narrative, why, gin up your own ""facts""!!
The lowest week of Gallup polling thus far for Obama was 40 percent, occurring in August and October of 2011. Arguably, he is due for a dip, given that each of his modern predecessors has dropped into the 30s or below. Presidents Ford, Reagan, and Clinton each hit a low point of 37 percent. President George W. Bush’s low ebb was 31 percent; Nixon’s was 27 percent; Carter’s was 28 percent; and George H.W. Bush’s was 29 percent.
Charlie Cook is after all twiddling his thumbs waiting to see which ""scandals"" real or ginned up ""takes on legs"" because ""History says something always happens in the second term.""
Well, in Charlie Cook's warped mind that ""something"" can only be negative which must be induced to occur if it doesn't do so naturally. Yeah...
This is a more virulent version of the diatribe we heard last year in the run up to the 2012 elections, No President has been re-elected with Unemployment rates above 7%, then 8%, Enthusiasm gap, Obama 2008 coalition was a fluke, blah blah blah!
But reading that piece made me sick. As sequester takes it's horrible toll on many vulnerable people who've been rendered invisible; as GOP House votes to deny those same people access to healthcare (however imperfect it is); as the conservative movement rabidly tears our commonweal apart, our Journalists focus on meta, on inducing bloodsport so their little historical boxes can be ticked. Really, Charlie?...
This is the media cauldron within which Democrats are trying to govern these United States of America. PATHETIC!
"
45,http://www.dailykos.com/story/2013/10/14/1247222/-The-Seven-Lying-Democrats-That-Betroyed-Democracy-and-Joined-GOP-on-HR-368-to-Deny-Vote-on-Clean-CR,Opinion,Dailykos,Republican,"The Seven Lying Democrats That Betrayed Democracy, and Joined GOP on HR 368 to Deny Vote on Clean CR","











by Alec Kohut
The video Maryland Democrat Chris Van Hollen’s recent “parliamentary inquiry” on the floor of the House of the Representatives is making the rounds, and will likely be seen by millions by the end of the week. I include this video at the bottom of the page.
The video puts to rest any argument that the GOP wants to end the shutdown and get government working again. Perhaps they are having too much fun waving confederate flags in front of the White House. The bill, H.R. 368, forbids anyone except “the Majority Leader or his designate” from bringing a clean continuing resolution to the floor for vote.
Now it doesn’t surprise me in the least that Republicans would do this. It doesn’t outrage me that the use of backhanded, undemocratic measures are being employed by the party controlled by Tea Party loons.
What does infuriate me is the fact the seven Democrats crossed party lines to vote for a resolution that gives Eric Cantor, and only Eric Cantor the ability to bring fourth a vote a clear CR to get the government working aging…and yes, open the monuments.
And now several of the seven House Democrats that voted for HR 368, are Tweeting and saying that they want a clean CR and are supporting the discharge petition. But I’m not falling for it. These seven members willfully voted against democracy, and supported the GOP’s effort to create yet another manufactured crisis.
The seven back-stabbing, turncoat, worthless Democrats are:
Ron Barber    AZ-2
John Barrow   GA-12
Dan Maffei   NY-24
Sean Patrick Maloney   NY-18
Jim Matheson   UT-4
Mike McIntyre   NC-7   
Collin Peterson   MN-7   
Here’s what some of these dishonest Reps. have been Tweeting:



These are examples back-stabbing Democrats who side with the Tea Party when they think we’re not watching, then want us honest Democrats to believe them in wanting the shutdown to end.
Words are not capable of expressing my outrage and pure contempt for these low-life, scumbag traitors in our party.
Thank you Chris Van Hollen for pulling back the curtain and exposing these truly worthless Democrats!
Here's Van Hollen's Floor action:
http://youtu.be/...
"
46,http://www.breitbart.com/Big-Government/2013/02/18/Universal-Background-Checks-Equal-Universal-Gun-Control,Opinion,Breitbart,Republican,Universal Background Checks Equal Universal Gun Control,"
As an “assault weapons” ban seems less likely to even make it to a floor vote, President Obama and Democrat lawmakers are increasingly looking to universal background checks as the piece of legislation they can push through the House and Senate.
Here’s the problem: Universal background checks are the most insidious of all the gun control measures pushed heretofore. They will rob of us of more freedom than an “assault weapons” ban and a “high capacity” magazine ban combined, all in the name of preventing another Sandy Hook shooting. Yet they will actually do nothing to prevent such a shooting. Nothing at all. 
As David Kopel so ably put it in his Jan. 30 testimony before the Senate Judiciary Committee, universal background checks necessitate a gun registry if they are to be enforceable. 
Put simply, this means that once a universal background state statute is in place, the government will require you to register every gun you own–shotguns, rifles, and handguns–so that they can be sure you do not sell a gun privately. 
Which brings us to our second point: universal background checks will end private sales, period. No more sales to neighbors, no more sales between a father and his son or a mother and her daughter. No more sales between friends. 
Once guns are registered, and private sales have been ended, the door will be opened for taxes allocated per number of guns owned, forced liability insurance payable based on number of guns owned, and for outright gun confiscation. 
The NRA has warned about the confiscation that usually follows registration, historically speaking, and the Democrats themselves are already promoting per-gun taxes and liability insurance. 
The bottom line: Universal background checks represent the crest of the hill atop the slippery slope. We must contact our Reps. and Sens. and demand that they say no to this insidious gun control measure.
It has nothing to with Sandy Hook Elementary, but everything to do with helping Democrats realize their dreams of crushing the 2nd Amendment. "
47,http://www.breitbart.com/Big-Hollywood/2013/10/08/stewart-destroys-sebelius-obamacare,Opinion,Breitbart,Republican,Jon Stewart Destroys Kathleen Sebelius Over Obamacare Debacle,"

Comedy Central’s Jon Stewart spent last week mocking the GOP for opposing Obamacare, ignoring legitimate concerns Republicans raised about both the health care legislation itself and its bungled launch.
Turns out the funny man did hear the GOP’s complaints.
Stewart interviewed Health and Human Services Secretary Kathleen Sebelius on Monday’s edition of The Daily Show, and he proceeded to both mock and shred her attempt to talk up Obamacare. One almost could feel sorry for an Obama administration official forced to defend the president’s signature train wreck.
Stewart kept his clown nose on for the start of their chat to highlight Obamacare’s deeply flawed web component.
We’re going to do a challenge,” Stewart said at the start of the interview. “I’m going to try and download every movie ever made, and you are going to try to sign up for Obamacare — and we’ll see which happens first.
Ouch. It was almost as if Jay Leno were sitting in Stewart’s chair for a moment.
Stewart wasn’t finished.
If I’m an individual that doesn’t want [Obamacare], it would be hard for me to look at a big business getting a waiver and not having to do it and me having to,” Stewart said. “Because I would feel like … like you are favoring big business because they lobbied you this year, but you’re not allowing individuals that same courtesy.”
Sebelius ducked the question and repeated her talking points. She did that a few more times on his follow-ups, prompting Stewart to say, “Am I a stupid man?
No, just a comedian who too often defends the president for partisan reasons and mocks the one cable news station–Fox News–which holds Obama’s feet to the fire on the latest headlines.
Sadly, many young Americans say they get their “news” from Stewart’s Daily Show. If true, Millennials got a dose of stone cold reality last night.

The Daily Show with Jon StewartGet More: Daily Show Full Episodes,The Daily Show on Facebook

The Daily Show with Jon StewartGet More: Daily Show Full Episodes,The Daily Show on Facebook
"
48,http://www.breitbart.com/Big-Government/2013/11/14/insurance-cancellations-just-beginning,Opinion,Breitbart,Republican,CBO: Insurance Cancellations Just Beginning,"
Dozens of times (that we know of) over his campaign to pass ObamaCare and to win re-election, President Obama lied to the American people about being able to keep the health insurance they like. But that lie has only been replaced with another: the lie that these cancellations will be limited to the 5% of Americans in the individual marketplace — when the truth is that these cancellations have only just begun.
Over at National Review, in a piece appropriately titled “Lying About Lies,” Michael Tanner reports that the same ObamaCare formula currently wiping out the individual market is about to rain hell on the employer-based market. The result will be that tens of millions of policies will be wiped out. 
This is a secret that is and always has been hiding in plain sight. 
As far back as last March, the media dutifully reported that the CBO reported that these cancellations were coming. So the media knew Obama was lying during the campaign but never said a word to spread this truth — oh, except to call Mitt Romney a liar for telling the truth. 
All these Democrats and members of the elite media now pretending they don’t or didn’t know… Please. 
Just as the media knew Obama was lying about people in the individual market being able to keep their insurance, the media also know that the same apocalypse looms for the employer-based market. It is not conservatives making this estimate, it is the Congressional Budget Office. [emphasis mine]
But the same conditions that are causing the cancellation of individual policies will eventually result in the cancellation of millions of employment-based policies as well. The only reason that hasn’t happened yet is that the employer mandate was postponed for a year, so employer plans don’t yet have to be ACA-compliant. But they will. Even the Congressional Budget Office estimates that as many as 20 million workers will lose their current employer-sponsored plans. Combine that with those losing individual plans, and more than 30 million Americans cannot keep their current insurance.
ObamaCare’s latest trick is the “junk plan hustle.” Over and over, we keep hearing about how our White House overlords are doing Americans a favor by canceling the insurance they like and replacing it with “appropriate” health plans. But most of those plans are not junk plans. That is just another lie the White House is telling, and the media are letting them get away with it. 
The media know the White House is lying about this junk plan nonsense because the ObamaCare guidelines for what isn’t a “junk plan” only includes 2% of the policies currently in existence. 
According to HealthPocket, a health-insurance consulting firm, fewer than 2 percent of individual plans on offer today meet all ACA requirements. The most frequent reason for noncompliance was not a failure to cover hospitalization, as the administration has suggested, but not providing pediatric care, including vision and dental care for children. A worthwhile benefit, perhaps, but if you are childless, it’s hard to see how lacking such a benefit makes your policy subpar.
This is why other serious think tanks believe that before this nightmare is over, up to 93 million people could lose the insurance Obama promised they could keep. 
In order to buy time, Obama, Democrats, and the media are trying to con the American people into believing that the rolling ObamaCare catastrophe is compartmentalized to just 5% of the population. This conspiracy of silence is all about trying to contain through a lie of omission what is a legitimate reason for the public to panic as soon as they realize that … they are next. 
Obama is not sorry for lying. And the media are not sorry for covering up that lie for three years. 
The phase we are in now is nothing more than a 2.0 version of that exact same lie. 
 
 
Follow John Nolte on Twitter @NolteNC        "
49,http://www.breitbart.com/Big-Government/2013/11/16/Demand-different-fix-for-health-care-problems-or-result-will-be-the-same,News,Breitbart,Republican,"Exclusive -- Senator: Americans Don't Want a 'Fix,' They Want to Keep Their Plans","
More and more Americans are beginning to realize that they were sold Obamacare on false pretenses. What they are getting in the mail isn’t what they ordered. 
Those responsible for saddling the country with this law, including the law’s chief salesman, President Obama, are scrambling to dodge the hammer of growing public resentment over the bill of goods that they have sold the American people. They are coming up with “fixes”, but I caution the buyer, beware. 
The president, along with members of his party who are facing elections soon, are busy campaigning for proposals they say do what these architects of the law promised in the first place. But folks should think carefully about relying on the same people who repeatedly promised one thing and delivered something far different. Consumers who liked their health care plans are being forced to give them up. People who were told they would pay less for health care will be paying more. Even fans of Obamacare are upset with an archaic, ready-fire-aim website that took years and millions of dollars to develop, but, to put it mildly, is failing miserably. Will Americans again put their faith in the leaders who said the law had to be passed before it was understood? They shouldn’t.
In 2010 on the Senate floor, I warned that rules published in the Federal Register would guarantee that people who liked their health care would lose it. I warned that health care costs would go up. I warned that employers would be forced to cut back worker hours and jobs. I did more than warn this would happen, I offered senators a chance to prevent these calamities. Proponents of Obamacare rejected and ridiculed my legislation. 
These same folks now, fighting for their political lives, are offering patches for their program and excuses for why it isn’t working. However, these folks are the same people who created the problems in the first place. They simply don’t want you to be able to choose the health insurance you want unless it’s health insurance they think you should have. They never did. Their plan was and is for policy makers in Washington to make what the experts believe are the best choices for you. 
The Washington Post reported recently that the president said his administration could not in good faith allow people with inferior insurance plans to keep them. That’s not what he said dozens of times before the law passed and it doesn’t sound like a person ready to fix a problem. This isn’t about a fumbled roll-out or a computer glitch. This law’s problems are inherent within it. The way to get our country out of this bad situation is with the earnest help of people who recognize the benefit of individuals being able to make their own choices. 
I’m a cosponsor of Senator Ron Johnson’s (R-Wis.) “If You Like Your Health Plan, You Can Keep it Act”. The House passed a bill that would allow insurers to continue offering policies that don’t meet the expensive Obamacare mandates. So far we haven’t received much positive feedback from the president or majority in the Senate. Instead, the president announced another exception to a law that is already riddled with them, while the Senate majority proposes more federal mandates to “fix” the mandates they already have imposed on America. But as the Wall Street Journal has pointed out, there is a real difference between letting people keep their plans by unshackling them from federal rules and working with state frameworks versus forcing insurers to comply with more new requirements.
My dad used to say that if you keep on doing what you’ve been doing you are going to end up with what you’ve got. I’ve heard the Senate majority leader say the definition of insanity is continuing to do the same thing over and over and expecting a different result. Unless people demand a new approach to health care — bona-fide inclusion of ideas from those who want a new approach — then we’re going to end up with what we have now: broken promises. We can do better."
50,http://www.breitbart.com/Big-Journalism/2013/10/10/Dont-listen-to-the-media-shutdown-is-killing-obamacare,Opinion,Breitbart,Republican,Don't Listen to the Media: The Shutdown Is Killing ObamaCare,"

I love a defunding fight as much as anyone, but I really want to see ObamaCare get a stake through its heart via widespread civil disobedience. If people refuse to sign up for ObamaCare, the program collapses. Nothing would be more satisfying than to see ObamaCare go the way of Prohibition (without the violence): as something else that pushed the wonderfully unruly American people too far. 
Contrary to what the media are telling you, the shutdown is not helping ObamaCare. Again and again, conservatives have been taunted by the media with the cry of, “If you hadn’t shut down the government, we’d be covering the ObamaCare launch debacle.”
Huh? 
The media are covering the ObamaCare launch debacle, and the coverage is the Obama administration’s worst nightmare because the shutdown has made it impossible for the White House to come up with a plan that would instruct the media in how to mitigate the damage. 
You see, if there was no shutdown, the media coverage of the launch would not be anywhere as negative for the White House as it is now, and here is why…
1. The White House Can’t Do Damage Control – Right now the media and the White House are covering the ObamaCare launch debacle in stark, one-dimensional terms: It is an expensive, disappointing, big government  debacle. Both are too overwhelmed to figure out a way to make it look less worse, which we all know would happen if they had the time and resources. 
2. The White House Can’t Gameplan a Plan B – While the administration obviously bungled the launch, when it comes to cleaning up a mess, this White House can usually move pretty fast. This time the White House can’t. They and the media are too bogged down in the shutdown. With some breathing room, the White House might have been able to set up a massive call center staffed with volunteers — something, anything to get people signed up. But even if they do, there is just no media space available to spread the word. 
3. White House Can’t Reassure Anyone – If the shutdown wasn’t gobbling up White House resources and media space, the administration could fan out its supporters to reassure those interested in signing up for ObamaCare that things are going to get better and that the problems are aggressively being worked on. Instead, all potential enrollees are seeing is error messages and all they are hearing is bad news. 
4. White House Can’t Spin the Sticker Shock – If anything brings down ObamaCare, it will be sticker shock. For four years, Obama, Democrats, and the media have been lying to the American people about the cost of ObamaCare. On top of adding $2.6 trillion to our deficit, individuals are facing shockingly high premiums and premium increases. This, after being lied to again and again about cheaper premiums. I’m not sure how the White House and its media would spin their way out of this, but heaven knows if they had the time and resources, they would find a way. After all, this is the same media that turned Obama’s Libya debacle into a campaign problem for Mitt Romney. 
—
The bottom line to ObamaCare’s success or failure is the number of enrollees paying into the system. In its first year, ObamaCare needs seven million enrollees, three million of them healthy and under age 35. 
If those numbers aren’t met, the program is a failure, the disapproval ratings increase, and the chances of ObamaCare slowly being killed increase. 
ObamaCare is the president’s baby, his only significant accomplishment, his only hope for a legacy — it is burning down before his eyes and he is helpless to do anything to shape the all-important first impression. 
Throughout Obama’s time in the spotlight, this is the only time I have ever witnessed anything he has bungled receiving only harshly negative coverage. It’s a bloodbath because the shutdown is taking up all the space that would normally be used for spin and lies. 
 
Follow  John Nolte on Twitter @NolteNC   "
51,http://www.breitbart.com/Big-Government/2013/12/15/House-Report-Ill-Trained-Obamacare-Navigators-Encouraging-Fraud-Jeopardizing-Health-Financial-Info,News,Breitbart,Republican,"House Report: Ill-Trained Obamacare Navigators Encouraging Fraud, Jeopardizing Private Info","
The Obama administration decided that Obamacare Navigators, tasked with helping Americans enroll in a health insurance plan, would not undergo mandatory background checks. Now, in the ten weeks since the launch of Healthcare.gov, the ill-trained Navigators have put Americans’ sensitive health and tax information at risk. 
Breitbart News has obtained a House Oversight and Government Reform Committee report on the Obamacare Navigators that will be released Monday. It has found that Obamacare Navigators have been giving Americans misinformation and, in some cases, actively encouraging enrollees to commit fraud in order to raise their subsidies. To complicate matters further, there is no way for Americans to find out whether their Navigators are properly certified.
Health and Human Services (HHS) Secretary Kathleen Sebelius said at a Congressional hearing that it was “possible” for convicted felons to become Navigators. The report, titled Risks of Fraud and Misinformation with ObamaCare Outreach Campaign: How Navigator and Assister Program Mismanagement Endangers Consumers, concludes that is only one of many worries Americans should have about Navigators. 
The Oversight Committee, chaired by Rep. Darrell Issa (R-CA), and HHS actually learned that “poorly-trained Navigators gave consumers incorrect information about the health care exchanges, violated HHS rules and procedures, and even encouraged applicants to commit tax fraud in some instances.” Moreover, this was learned from various news reports due to the complete lack of any internal oversight.
On November 21, the Obama administration briefed the Committee. Those in attendance included Gary Cohen, the Deputy Administrator and Director of the Center for Consumer Information and Insurance Oversight (CCIIO), and Mandy Cohen, Director of the Consumer Support Group at CCIIO.
The Committee report concluded that “documents call into question the effectiveness of the Navigator program and the Obama administration’s ability to safeguard consumer information.” HHS’s mismanagement of the Navigator and Assister programs “induces fraudulent behavior and poses real threats to the safety of consumers’ personally identifiable information, such as one’s social security number, yearly income, and other sensitive tax information,” the report found.
The report also discovered that Obamacare Navigators have “encouraged consumers to commit tax fraud by underreporting income in order to qualify for ObamaCare’s health insurance subsidies.” Some have “assisted applicants before completing their 5 to 20 hour online training course, and others took custody of paper applications and mailed them for the applicant, violating the rule that applicants must mail in the application themselves.” 
For instance, the Committee found:
The report found that HHS officials responsible for the Navigator program did not learn of the aforementioned incidents from internal oversight procedures, but rather from news reports. 
Yet the Obama administration still does not plan to implement a “secret shopper” program to monitor Navigators. HHS officials have put together “webinars” for Navigators, but they are voluntary and do not cover specific details.
The report also found that because the Obama administration did not warn Navigators that there could be problems with the HealthCare.Gov website, “Navigators were essentially useless” when the website crashed and had problems. To make matters worse, notes from an October 11, 2013 meeting state that the Navigators were encouraging potential enrollees to use paper applications they knew may not bring applicants quicker results “to protect their reputations as people in the communities who can help.”
The Committee found that this “push towards the use of paper applications further increases security risks, since health insurance exchange applications contain personally identifiable information such as the applicant’s full name, social security number, the names and social security numbers of everyone in the applicant’s household, and income for every member of the household.”
The report also concluded that Navigators were also unprepared to handle situations in which consumers mentioned unreported income because the Obama administration did not even anticipate such situations. Gary Cohen, the director of the agency overseeing the Navigators, previously stated, “this could be one of the areas where it is a little beyond the ability of your average Navigator,” when asked whether Navigators knew how to deal with Americans who may be engaging in tax fraud or intending to under-report income. 
Though Cohen “admitted there is a need for better training on the issue through the ongoing education process” and did not rule out “requiring Navigators to report tax fraud in the future,” the Obama administration “has not taken the necessary steps to prevent this type of tax fraud.” The report found that Navigators have not even been provided with a document on how to handle potential tax fraud issues that may arise. 
Navigators, the report also found, “lack guidance about how to comply with the Voting Rights Act, which requires that federal government applications provide the opportunity for applicants to indicate their interest in registering to vote.”
And though Cohen told the Committee staff that the Centers for Medicare and Medicaid Services “[keep] a list of certified Navigators, which, as of mid-November, numbered 2,500 individuals,” the list is private, which means Americans do not have a way to know if their Navigators are actually even certified. That also allows Navigator organizations to “misrepresent the qualifications of an individual who is associated with that organization but is not a certified Navigator,” the committee found. 
Navigator Report Update Final 12-13-13"
