url,q3,News Outlet,BiasTowards
http://www.breitbart.com/Big-Government/2013/03/28/Pelosi-Same-Sex-Marriage-Honors-Constitution,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/07/16/1224079/-Good-news-from-the-Trayvon-Martin-tragedy,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/08/22/1233118/-Fox-News-bravely-exposes-President-Obama-s-blatant-support-for-murdering-white-people,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/07/19/Cnn-On-Obama-Trayvon-Statement-Wow-Stunning-Important,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/07/09/Abortion-record-poem-vagina,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/07/10/Trayvongate,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/11/07/1253910/-It-Will-Be-All-Out-Hell-Over-2-New-GOP-Anti-Abortion-Anti-Birth-Control-Bills,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/06/14/1216158/-In-Wisconsin-Silence-Will-Not-Be-Tolerated,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/07/13/1223212/-Erick-Erickson-tells-liberals-to-go-buy-coat-hangers-after-TX-abortion-bill-passes,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/06/14/Rubio-Allies-Plot-to-Smear-Immigration-Bill-Opponents,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/04/20/Obama-Laying-Foundation-to-Deemphasize-Potential-Radical-Islam-Ties-of-Boston-Bombers,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/12/23/Obama-Can-t-Name-Single-Terror-Attack-Stopped-by-NSA-Snooping,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/11/09/1254394/-Single-women-are-the-problem,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/11/03/1251982/-Anti-racism-is-not-anti-white-no-matter-what-Republicans-say,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/07/10/Trayvongate,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/10/14/Palin-on-Obama-s-Impeachable-Offenses,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/04/12/1201269/-Tone-deaf-DCCC-and-DGA-implicitly-back-the-president-s-Social-Security-cuts,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Government/2013/05/22/Report-Rogue-IRS-Agent-Claim-Unraveling,News,Breitbart,Republican
http://www.dailykos.com/story/2013/12/13/1262513/-Embrace-the-Suck,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Government/2013/03/09/miss-obama-budget-to-congress-9-weeks-late,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/06/13/Report-Obama-Family-s-Africa-trip-Will-Cost-60-To-100-million,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/01/02/Obama-debt-ceiling,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/05/11/Exclusive-Tea-Party-Patriots-IRS-may-have-committed-crimes-must-be-substantive-congressional-hearings-to-investigate,News,Breitbart,Republican
http://www.dailykos.com/story/2013/02/16/1187608/-Sen-Warren-Strikes-Nerve-Terrified-Bankers-Howl-In-Response,Opinion,Dailykos,Republican
http://www.dailykos.com/story/2013/12/22/1264127/-Unemployment-benefits-and-the-fight-for-the-liberal-empowerment-agenda,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Government/2013/08/03/Analysis-Obamacare-Gutting-Middle-Class,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/07/27/1227049/-Palin-Elitist-McCain-Brainiacs-Bannded-Me-From-Speaking-Truth-About-Obama,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/05/19/1210132/-The-Only-Scandal-Regarding-the-IRS-is-How-EVERY-Tea-Party-Group-Obtained-501-C-4-Status,News,Dailykos,Democrat
http://www.breitbart.com/Big-Hollywood/2013/07/28/top-5-hillary-gaffes-new-movie,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/12/03/1259933/-Faux-News-contributor-calls-for-Obama-to-be-removed-by-any-means-necessary,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Journalism/2013/08/02/Daily-Beast-Harasses-Private-Citizens-Who-Donated-to-Palin-s-PAC,News,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/01/27/With-60-Minutes-Joint-Interview-Obama-Suggests-Republicans-Surrender,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/06/19/NPR-Liberal-Groups-Now-Say-They-Were-Targeted-by-IRS-Too,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/04/26/Obama-And-Hillary-Both-Got-On-Indiana-2008-Primary-Ballot-Fraudulently,News,Breitbart,Republican
http://www.dailykos.com/story/2013/05/17/1209722/-Charlie-Cook-Advises-GOP-how-to-Leak-Scandals-to-bring-Obama-poll-s-down,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2012/12/31/In-2013-Years-Of-Obama-Reparations-Planning-Pay-Off-In-Pigford,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/10/14/1247222/-The-Seven-Lying-Democrats-That-Betroyed-Democracy-and-Joined-GOP-on-HR-368-to-Deny-Vote-on-Clean-CR,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Government/2013/02/18/Universal-Background-Checks-Equal-Universal-Gun-Control,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Hollywood/2013/10/08/stewart-destroys-sebelius-obamacare,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/11/14/insurance-cancellations-just-beginning,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/11/16/Demand-different-fix-for-health-care-problems-or-result-will-be-the-same,News,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/10/10/Dont-listen-to-the-media-shutdown-is-killing-obamacare,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/12/15/House-Report-Ill-Trained-Obamacare-Navigators-Encouraging-Fraud-Jeopardizing-Health-Financial-Info,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/12/31/Half-Of-Obamacare-Enrollees-Have-Yet-To-Pay,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/12/20/Obamacare-Individual-Mandate-Fix-is-Illegal-Again,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/07/18/Obama-s-Pants-on-Fire-in-White-House-Obamacare-Speech,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/12/12/Mike-Lee-on-GAI-Findings-Inexcusable-Unpardonable,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/10/24/Cummings-Previews-Democrats-Script-for-Obamacare-Hearings,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/12/20/Obamacare-Individual-Mandate-Fix-is-Illegal-Again,News,Breitbart,Republican
http://www.dailykos.com/story/2013/11/04/1252957/-How-ObamaCare-Cancelled-Your-Plan-is-really-an-Insurance-Co-Scam-to-Rip-You-Off,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/12/07/media-tires-of-white-house-selective-release-of-obamacare-data,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/10/25/Carol-Costello-ignores-obamacare-answer,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/10/11/The-True-Purpose-Of-ObamaCare-A-Single-Payer-Trojan-Horse,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/12/15/House-Report-Ill-Trained-Obamacare-Navigators-Encouraging-Fraud-Jeopardizing-Health-Financial-Info,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/11/13/Top-10-Senate-Dems-Who-Should-Apologize,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/06/20/Obama-catholic-AMericans-religious-freedom,News,Breitbart,Republican
http://www.breitbart.com/Big-Peace/2013/08/22/In-Foreign-Affairs-Obama-s-Not-Bush-Non-Policy-Collapses,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/02/06/The-Corrupt-Origins-of-the-Melgen-Menendez-Dominican-Port-Security-Deal,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Peace/2013/07/05/State-Department-lied-Kerry-boat,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/04/26/1205051/-Conspiracy-riddled-House-Republican-Benghazi-report-suffers-fatal-very-stupid-flaw,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Peace/2013/04/07/Seven-Hundred-Retired-Military-Special-Ops-Tell-Congress-To-Form-Select-Committee-On-Benghazi,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/02/28/Chris-Matthews-Stalinist-Defense-of-Hagel,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/07/12/Gosar-on-Big-Sis-resignation-One-down-one-to-go-time-for-Holder-to-resign-too,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/06/08/Obamas-bat-Cave-19billion-data-center-set-to-open-in-october,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/09/09/Jeb-Bush-To-Award-Hillary-Clinton-Liberty-Medal,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/06/02/1213182/-Wisconsin-GOP-pushing-law-to-spy-on-and-seize-bank-accounts-of-unemployed,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/07/24/Top-10-Signs-Your-Scandals-Aren-t-Phony,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/06/04/Leftist-Groups-Enjoy-IRS-Tax-Exempt-Status-While-Tea-Party-Suffers,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/06/13/Report-Obama-Family-s-Africa-trip-Will-Cost-60-To-100-million,News,Breitbart,Republican
http://www.dailykos.com/story/2013/10/21/1249449/-CNN-poll-has-even-MORE-bad-news-for-GOP-75-say-GOP-should-be-voted-out,News,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/09/21/mcauliffe-refuses-to-condemn-obamas-war-on-virginia-coal,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/01/05/Obama-s-Cash-For-Clunkers-Unleashed-Environmental-Nightmare,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/07/26/1226698/-Krugman-on-Republican-Health-Care-Panic,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/03/22/Media-Reports-On-ObamaCare-Problems-Three-Years-Late,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/12/11/Did-They-or-Didnt-They-Meet,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/07/09/obamacare-delays-show-law-is-unworkable,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/08/03/Analysis-Obamacare-Gutting-Middle-Class,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/08/23/1233305/-Kentuckians-Hate-Obamacare-But-Love-It-By-Another-Name,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/03/01/1190730/-If-you-think-sequester-will-be-bad-wait-until-they-gut-Social-Security,Opinion,Dailykos,Republican
http://www.dailykos.com/story/2013/03/12/1193521/-Paul-Ryan-We-re-not-going-to-give-up-on-destroying-the-health-care-system,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/03/06/NEW-REPORT-Youth-Healthcare-Premiums-to-Skyrocket-145-203,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/09/17/poll-51-percent-favor%20shutdown-to-cut-health-care-costs,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/09/21/1240453/-Scott-Walkers-Big-Political-Gamble-Will-Fail,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/11/10/1254596/-Another-Health-Insurer-Caught-Falsely-Cancelling-Thousands-of-Health-Plans,News,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/10/31/Media-need-not-be-caught-off-guard-by-Ocares-next-nuke,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/09/13/A-Battle-Won-But-The-War-Continues-To-Defund-Obamacare,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/04/25/1204786/-What-If-Bush-Had-Done-Nothing,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/04/03/Fox-News-Ed-Henry-Holds-Carneys-Feet-to-Fire-Over-Sequester-Scare-Tactics,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/04/25/1204786/-What-If-Bush-Had-Done-Nothing,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/10/02/Obama-Administration-Decided-to-Block-Access-to-Memorials,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/01/22/GOP-suspends-constitution-in-debt-fight,News,Breitbart,Democrat
http://www.dailykos.com/story/2013/10/03/1243786/-Rep-Neugebauer-blames-Park-Ranger-for-shutdown-gets-blasted-by-onlookers,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/08/04/1223739/-Time-to-say-this-Republicans-are-destroying-civilization,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/08/01/1227975/-Abbreviated-Pundit-Round-up-Whither-the-GOP,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/07/29/1227381/-Mitt-Romney-on-his-47-percent-comment-Actually-I-didn-t-say-that,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/06/15/1216230/-Saturday-nutpick-a-palooza-Racist-Uncle-Pat-riles-them-up,other,Dailykos,Republican
http://www.dailykos.com/story/2013/07/15/1223862/-There-s-one-sequester-cut-Marco-Rubio-is-sad-about-and-it-s-not-Meals-on-Wheels-or-Head-Start,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/02/21/Wisconsin-governor-wants-to-cut-income-taxes--public-school-aid,News,Breitbart,Democrat
http://www.breitbart.com/Big-Government/2013/04/26/Obama-And-Hillary-Both-Got-On-Indiana-2008-Primary-Ballot-Fraudulently,News,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/08/09/Top-10-Questions-Journalists-Won-t-Ask-at-President-Obama-Presser,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/07/24/IRS-Chief-Counsel-s-Role-in-Tea-Party-Targeting-Under-Scrutiny,News,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/06/05/Politico-Coordinates-with-democrats-attacks-Victims-of-IRS,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/07/20/1224979/-Saturday-nutpick-a-palooza-Obama-and-Trayvon,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Hollywood/2013/05/29/king-katzenberg-crowned-obama,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/08/25/1233153/-Sen-Tom-Coburn-muses-that-Obama-is-perilously-close-to-impeachment,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/11/13/nuclear-option-democrats-not-gop-facing-looming-civil-war,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/12/03/1259830/-Chuck-Schumer-wants-us-to-stop-picking-on-Wall-Street,News,Dailykos,Republican
http://www.breitbart.com/InstaBlog/2013/09/07/Congratulations-Australia,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/10/07/1244837/-The-Two-Words-All-Democrats-Must-Start-Using-Immediately,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/01/16/The-Wrecking-of-Obama-Rex-It-Will-Take-Time,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/02/26/1189810/-The-sequester-is-stupid-and-contractionary-but-the-GOP-can-t-stop-themselves,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/01/17/1179742/-Top-Republican-Half-of-GOP-no-votes-on-tax-cliff-secretly-wanted-yes,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/08/04/1223739/-Time-to-say-this-Republicans-are-destroying-civilization,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/07/11/1222803/-Florida-Gov-Rick-Scott-demands-end-of-sequestration-on-government-program-his-state-suddenly-needs,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/09/12/watch-humiliated-morning-joe-panel-deals-with-colorado-recall-defeat,Opinion,Breitbart,Republican
http://www.breitbart.com/InstaBlog/2013/10/23/When-It-Mattered-Red-State-Dems-Voted-Against-Obamacare-Delay,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/10/21/1249285/-CNN-poll-Obamacare-more-popular-than-Republicans,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/12/19/Daily-Beast-Obamacare-Spawning-White-Flight-Could-Cost-Dems-Senate,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/03/05/1191753/-Ryan-s-broken-Medicare-promise-rankles-nbsp-members,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/11/25/1258248/-Obamacare-and-brand-new-Democrats-The-GOP-s-biggest-nightmare,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/08/09/1229985/-Abbreviated-pundit-roundup-Russia-s-discrimination-Krugman-deconstructs-another-myth-and-more,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/10/13/1245525/-Are-you-in-a-group-the-Teapublicans-hate,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/10/27/1250427/-The-final-blow-Americans-think-Republicans-don-t-care-about-them,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/03/31/1198080/-Purple-to-Blue,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/04/25/1204824/-Mark-Sanford-publishes-phone-numbers-of-people-who-responded-to-his-invitation-to-call-his-cell,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/05/07/1207617/-The-Republican-Party-has-officially-embraced-adultery-corruption-and-hypocrisy,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/03/29/1197677/-GOP-wrestles-with-own-lily-whiteness-as-America-laughs-hysterically,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/02/15/1187349/-John-McCain-s-very-very-reasonable-explanation-for-why-Republicans-filibustered-Chuck-Hagel,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/05/22/1210988/-9-month-old-Florida-firm-donates-140-000-to-Scott-and-state-GOP-gets-52-million-state-deal,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/02/10/1186044/-A-Crack-in-the-Wall-is-Heating-Up,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/05/22/1210988/-9-month-old-Florida-firm-donates-140-000-to-Scott-and-state-GOP-gets-52-million-state-deal,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/01/15/1179221/-Michele-Bachmann-won-t-pay-campaign-staff-so-campaign-staff-spills-the-dirt,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/04/25/1204824/-Mark-Sanford-publishes-phone-numbers-of-people-who-responded-to-his-invitation-to-call-his-cell,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/04/01/1198498/-The-GOP-hates-itself,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/02/19/Chicago-Tribune-Attacks-GOP-Field-in-Race-to-Replace-to-Jesse-Jr,Opinion,Breitbart,Democrat
http://www.dailykos.com/story/2013/08/17/1231845/-Watauga-County-NC-All-Hell-Broke-Loose-at-the-Board-of-Elections-Meeting,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/05/07/1207617/-The-Republican-Party-has-officially-embraced-adultery-corruption-and-hypocrisy,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/11/03/Pay-to-Play-and-the-Political-Class,News,Breitbart,Democrat
http://www.dailykos.com/story/2013/11/16/1256111/-Rachel-Maddow-Nails-How-Utterly-Nutty-Wis-GOP-Has-Become,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/01/12/ethics-emails-epa,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/09/21/mcauliffe-refuses-to-condemn-obamas-war-on-virginia-coal,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/02/02/1184030/-Saturday-hate-mail-a-palooza-America-isn-t-what-they-think-America-is,Opinion,Dailykos,Republican
http://www.dailykos.com/story/2013/11/17/1255486/-Dear-Richard-Cohen-s-cultural-conservatives-racists-Please-vomit-when-you-see-me,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/06/17/1216840/-An-abortion-walks-into-a-bar-and-says-to-the-bartender,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/03/30/1197905/-Michigan-Republican-posts-anti-gay-screed-on-Facebook-screws-up-party-rebranding-yet-again,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/04/18/1202856/-Michele-Bachmann-s-former-Chief-of-Staff-breaks-silence,News,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/09/26/Media-ignore-racially-motivated-shooting-spree,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/09/18/3-Problems-with-Obama-s-Navy-Yard-Speech-the-Media-Still-Ignore,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/08/09/Democrat-Anti-Gun-Guide-Urged-Using-The-Trayvon-Martin-Killing-To-Silence-NRA,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/05/02/1206151/-Abbreviated-Pundit-Round-up-Republican-paranoia-flu-political-sensitivity-and-more,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Government/2013/04/17/Obama-Throws-a-Tantrum-Over-Gun-Control-Defeat,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/09/17/1239407/-Abbreviated-pundit-roundup-The-Navy-Yard-shooting-and-gun-control,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/04/27/1203495/-GunFAIL-XV,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/01/30/Media-fawns-Giffords-handwritten-notes,News,Breitbart,Republican
http://www.dailykos.com/story/2013/04/08/1200000/-You-do-know-they-want-people-to-shoot-each-other-dead-right-I-m-just-checking,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/01/27/1182452/--One-Million-Moms-vs-an-NYT-must-read-Selling-a-New-Generation-on-Guns,News,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/02/09/CO-Democrat-Legislators-Declare-War-On-Guns,News,Breitbart,Democrat
http://www.breitbart.com/Big-Government/2013/09/17/Yesterday-Obama-Was-Not-My-President,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/02/07/mass-killer-manifesto-endotrses-hillary-gun-control-elite-media,News,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/05/18/Joe-Scarborough-Piers-Morgan-Concede-gun-rights-activists-not-crazy,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/01/19/CBS-News-Political-Director-Obama-Destroy-GOP,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/09/10/Remember-That-Time-Bloomberg-Spent-350-000-And-He-Got-Was-A-Lousy-T-Shirt,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/02/07/mass-killer-manifesto-endotrses-hillary-gun-control-elite-media,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/09/18/3-Problems-with-Obama-s-Navy-Yard-Speech-the-Media-Still-Ignore,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/01/20/1179986/-Newtown-changed-everything,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/02/11/Palin-Attends-Chris-Kyle-Funeral-At-Cowboys-Stadium,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/12/11/1262044/-The-Plan-Ahead-for-Your-Abortion-rape-insurance-law-now-the-law-of-the-land-in-Michigan,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/03/03/1190745/-Abortion-is-just-like-the-Holocaust-says-death-penalty-lover-because-he-s-a-schmuck,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Hollywood/2013/10/08/stewart-destroys-sebelius-obamacare,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/06/07/HOLD-Republicans-IRS-Obamacare,News,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/03/22/Media-Reports-On-ObamaCare-Problems-Three-Years-Late,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/02/03/Obama-Loses-Two-HHS-Mandate-Cases-in-One-Week,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/02/10/Now-States-Cutting-Employee-Hours-to-Avoid-Obamacare-Costs,News,Breitbart,Republican
http://www.dailykos.com/story/2013/03/13/1193824/-I-Read-Paul-Ryan-s-Budget,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/07/30/1227684/-With-Grand-Bargain-2-0-coming-Grand-Bargain-1-0-talks-still-nbsp-going,Opinion,Dailykos,Republican
http://www.dailykos.com/story/2013/03/22/1196197/-Happy-Friday-Republicans-on-the-skids,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/10/18/1248676/-How-one-smart-reporter-debunked-the-Hannity-Fox-News-lie-machine,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/03/13/1193824/-I-Read-Paul-Ryan-s-Budget,Opinion,Dailykos,Democrat
